,나이,확진자 수,사망자 수,날짜,날짜_dt
1830,30대,3568241,132.0,2022-09-19,2022-09-19
1831,40대,3730260,380.0,2022-09-19,2022-09-19
1832,50대,3103371,1161.0,2022-09-19,2022-09-19
1833,60대,2551648,3234.0,2022-09-19,2022-09-19
1834,70대,1258919,6419.0,2022-09-19,2022-09-19
1835,80대 이상,743236,16423.0,2022-09-19,2022-09-19
1836,10대 미만,2716966,32.0,2022-09-18,2022-09-18
1837,10대,3122214,16.0,2022-09-18,2022-09-18
1838,20대,3611786,70.0,2022-09-18,2022-09-18
1839,30대,3565432,131.0,2022-09-18,2022-09-18
1840,40대,3727402,380.0,2022-09-18,2022-09-18
1841,50대,3100980,1160.0,2022-09-18,2022-09-18
1842,60대,2549484,3233.0,2022-09-18,2022-09-18
1843,70대,1257726,6414.0,2022-09-18,2022-09-18
1844,80대 이상,742476,16392.0,2022-09-18,2022-09-18
1845,10대 미만,2714226,32.0,2022-09-17,2022-09-17
1846,10대,3118034,16.0,2022-09-17,2022-09-17
1847,20대,3607368,70.0,2022-09-17,2022-09-17
1848,30대,3561077,131.0,2022-09-17,2022-09-17
1849,40대,3722530,380.0,2022-09-17,2022-09-17
1850,50대,3096048,1158.0,2022-09-17,2022-09-17
1851,60대,2544638,3227.0,2022-09-17,2022-09-17
1852,70대,1254974,6400.0,2022-09-17,2022-09-17
1853,80대 이상,740807,16368.0,2022-09-17,2022-09-17
1854,10대 미만,2710784,32.0,2022-09-16,2022-09-16
1855,10대,3112740,16.0,2022-09-16,2022-09-16
1856,20대,3601224,70.0,2022-09-16,2022-09-16
1857,30대,3555165,131.0,2022-09-16,2022-09-16
1858,40대,3716675,380.0,2022-09-16,2022-09-16
1859,50대,3090240,1158.0,2022-09-16,2022-09-16
1860,60대,2539100,3222.0,2022-09-16,2022-09-16
1861,70대,1251633,6385.0,2022-09-16,2022-09-16
1862,80대 이상,738741,16331.0,2022-09-16,2022-09-16
1863,10대 미만,2706908,32.0,2022-09-15,2022-09-15
1864,10대,3106685,16.0,2022-09-15,2022-09-15
1865,20대,3593612,70.0,2022-09-15,2022-09-15
1866,30대,3548152,130.0,2022-09-15,2022-09-15
1867,40대,3709061,380.0,2022-09-15,2022-09-15
1868,50대,3083290,1157.0,2022-09-15,2022-09-15
1869,60대,2532672,3211.0,2022-09-15,2022-09-15
1870,70대,1247724,6369.0,2022-09-15,2022-09-15
1871,80대 이상,736366,16300.0,2022-09-15,2022-09-15
1872,10대 미만,2701447,32.0,2022-09-14,2022-09-14
1873,10대,3098054,16.0,2022-09-14,2022-09-14
1874,20대,3583668,69.0,2022-09-14,2022-09-14
1875,30대,3538272,129.0,2022-09-14,2022-09-14
1876,40대,3698353,379.0,2022-09-14,2022-09-14
1877,50대,3073622,1150.0,2022-09-14,2022-09-14
1878,60대,2524132,3210.0,2022-09-14,2022-09-14
1879,70대,1242445,6351.0,2022-09-14,2022-09-14
1880,80대 이상,733045,16257.0,2022-09-14,2022-09-14
1881,10대 미만,2694044,32.0,2022-09-13,2022-09-13
1882,10대,3085939,16.0,2022-09-13,2022-09-13
1883,20대,3571049,68.0,2022-09-13,2022-09-13
1884,30대,3525190,129.0,2022-09-13,2022-09-13
1885,40대,3683533,377.0,2022-09-13,2022-09-13
1886,50대,3060837,1146.0,2022-09-13,2022-09-13
1887,60대,2513520,3206.0,2022-09-13,2022-09-13
1888,70대,1235689,6331.0,2022-09-13,2022-09-13
1889,80대 이상,729333,16228.0,2022-09-13,2022-09-13
1890,10대 미만,2688723,32.0,2022-09-12,2022-09-12
1891,10대,3078566,16.0,2022-09-12,2022-09-12
1892,20대,3563679,68.0,2022-09-12,2022-09-12
1893,30대,3516625,129.0,2022-09-12,2022-09-12
1894,40대,3674110,376.0,2022-09-12,2022-09-12
1895,50대,3053195,1141.0,2022-09-12,2022-09-12
1896,60대,2507244,3205.0,2022-09-12,2022-09-12
1897,70대,1232362,6327.0,2022-09-12,2022-09-12
1898,80대 이상,727321,16204.0,2022-09-12,2022-09-12
1899,10대 미만,2685152,32.0,2022-09-11,2022-09-11
1900,10대,3073943,16.0,2022-09-11,2022-09-11
1901,20대,3559273,68.0,2022-09-11,2022-09-11
1902,30대,3511528,129.0,2022-09-11,2022-09-11
1903,40대,3668310,375.0,2022-09-11,2022-09-11
1904,50대,3048181,1141.0,2022-09-11,2022-09-11
1905,60대,2502835,3200.0,2022-09-11,2022-09-11
1906,70대,1229834,6324.0,2022-09-11,2022-09-11
1907,80대 이상,725831,16191.0,2022-09-11,2022-09-11
1908,10대 미만,2682744,32.0,2022-09-10,2022-09-10
1909,10대,3070590,16.0,2022-09-10,2022-09-10
1910,20대,3555904,68.0,2022-09-10,2022-09-10
1911,30대,3508024,129.0,2022-09-10,2022-09-10
1912,40대,3664362,375.0,2022-09-10,2022-09-10
1913,50대,3044309,1139.0,2022-09-10,2022-09-10
1914,60대,2498826,3198.0,2022-09-10,2022-09-10
1915,70대,1227478,6315.0,2022-09-10,2022-09-10
1916,80대 이상,724436,16157.0,2022-09-10,2022-09-10
1917,10대 미만,2678848,31.0,2022-09-09,2022-09-09
1918,10대,3065517,16.0,2022-09-09,2022-09-09
1919,20대,3551214,68.0,2022-09-09,2022-09-09
1920,30대,3502843,129.0,2022-09-09,2022-09-09
1921,40대,3658375,375.0,2022-09-09,2022-09-09
1922,50대,3038087,1138.0,2022-09-09,2022-09-09
1923,60대,2492616,3192.0,2022-09-09,2022-09-09
1924,70대,1224124,6305.0,2022-09-09,2022-09-09
1925,80대 이상,722325,16127.0,2022-09-09,2022-09-09
1926,10대 미만,2673017,31.0,2022-09-08,2022-09-08
1927,10대,3056811,16.0,2022-09-08,2022-09-08
1928,20대,3543120,68.0,2022-09-08,2022-09-08
1929,30대,3494487,128.0,2022-09-08,2022-09-08
1930,40대,3648721,374.0,2022-09-08,2022-09-08
1931,50대,3028507,1136.0,2022-09-08,2022-09-08
1932,60대,2482677,3181.0,2022-09-08,2022-09-08
1933,70대,1218297,6290.0,2022-09-08,2022-09-08
1934,80대 이상,718923,16089.0,2022-09-08,2022-09-08
1935,10대 미만,2666861,31.0,2022-09-07,2022-09-07
1936,10대,3047999,16.0,2022-09-07,2022-09-07
1937,20대,3533918,67.0,2022-09-07,2022-09-07
1938,30대,3484798,127.0,2022-09-07,2022-09-07
1939,40대,3637868,372.0,2022-09-07,2022-09-07
1940,50대,3018835,1135.0,2022-09-07,2022-09-07
1941,60대,2473308,3178.0,2022-09-07,2022-09-07
1942,70대,1212630,6274.0,2022-09-07,2022-09-07
1943,80대 이상,715744,16049.0,2022-09-07,2022-09-07
1944,10대 미만,2659552,30.0,2022-09-06,2022-09-06
1945,10대,3037523,16.0,2022-09-06,2022-09-06
1946,20대,3523296,67.0,2022-09-06,2022-09-06
1947,30대,3473473,127.0,2022-09-06,2022-09-06
1948,40대,3625316,371.0,2022-09-06,2022-09-06
1949,50대,3007210,1132.0,2022-09-06,2022-09-06
1950,60대,2462336,3170.0,2022-09-06,2022-09-06
1951,70대,1206191,6263.0,2022-09-06,2022-09-06
1952,80대 이상,711580,16017.0,2022-09-06,2022-09-06
1953,10대 미만,2650651,30.0,2022-09-05,2022-09-05
1954,10대,3023067,16.0,2022-09-05,2022-09-05
1955,20대,3511590,67.0,2022-09-05,2022-09-05
1956,30대,3460136,126.0,2022-09-05,2022-09-05
1957,40대,3610057,371.0,2022-09-05,2022-09-05
1958,50대,2993501,1129.0,2022-09-05,2022-09-05
1959,60대,2450628,3168.0,2022-09-05,2022-09-05
1960,70대,1199042,6252.0,2022-09-05,2022-09-05
1961,80대 이상,708068,15990.0,2022-09-05,2022-09-05
1962,10대 미만,2646078,30.0,2022-09-04,2022-09-04
1963,10대,3017723,16.0,2022-09-04,2022-09-04
1964,20대,3507132,67.0,2022-09-04,2022-09-04
1965,30대,3454911,126.0,2022-09-04,2022-09-04
1966,40대,3604491,370.0,2022-09-04,2022-09-04
1967,50대,2988799,1126.0,2022-09-04,2022-09-04
1968,60대,2446561,3162.0,2022-09-04,2022-09-04
1969,70대,1196771,6242.0,2022-09-04,2022-09-04
1970,80대 이상,706726,15954.0,2022-09-04,2022-09-04
1971,10대 미만,2646078,30.0,2022-09-04,2022-09-04
1972,10대,3017723,16.0,2022-09-04,2022-09-04
1973,20대,3507132,67.0,2022-09-04,2022-09-04
1974,30대,3454911,126.0,2022-09-04,2022-09-04
1975,40대,3604491,370.0,2022-09-04,2022-09-04
1976,50대,2988799,1126.0,2022-09-04,2022-09-04
1977,60대,2446561,3162.0,2022-09-04,2022-09-04
1978,70대,1196771,6242.0,2022-09-04,2022-09-04
1979,80대 이상,706726,15954.0,2022-09-04,2022-09-04
1980,10대 미만,2639387,30.0,2022-09-03,2022-09-03
1981,10대,3008595,16.0,2022-09-03,2022-09-03
1982,20대,3499033,67.0,2022-09-03,2022-09-03
1983,30대,3445943,126.0,2022-09-03,2022-09-03
1984,40대,3594117,369.0,2022-09-03,2022-09-03
1985,50대,2978688,1123.0,2022-09-03,2022-09-03
1986,60대,2436807,3158.0,2022-09-03,2022-09-03
1987,70대,1191062,6221.0,2022-09-03,2022-09-03
1988,80대 이상,703416,15904.0,2022-09-03,2022-09-03
1989,10대 미만,2632215,30.0,2022-09-02,2022-09-02
1990,10대,2997835,16.0,2022-09-02,2022-09-02
1991,20대,3489487,67.0,2022-09-02,2022-09-02
1992,30대,3435949,126.0,2022-09-02,2022-09-02
1993,40대,3583038,368.0,2022-09-02,2022-09-02
1994,50대,2967705,1122.0,2022-09-02,2022-09-02
1995,60대,2426334,3151.0,2022-09-02,2022-09-02
1996,70대,1184891,6203.0,2022-09-02,2022-09-02
1997,80대 이상,699971,15857.0,2022-09-02,2022-09-02
1998,10대 미만,2623091,30.0,2022-09-01,2022-09-01
1999,10대,2985507,16.0,2022-09-01,2022-09-01
2000,20대,3478005,67.0,2022-09-01,2022-09-01
2001,30대,3424586,126.0,2022-09-01,2022-09-01
2002,40대,3570503,367.0,2022-09-01,2022-09-01
2003,50대,2955953,1121.0,2022-09-01,2022-09-01
2004,60대,2415281,3144.0,2022-09-01,2022-09-01
2005,70대,1178651,6188.0,2022-09-01,2022-09-01
2006,80대 이상,696320,15817.0,2022-09-01,2022-09-01
2007,10대 미만,2617021,30.0,2022-08-31,2022-08-31
2008,10대,2976751,16.0,2022-08-31,2022-08-31
2009,20대,3467099,67.0,2022-08-31,2022-08-31
2010,30대,3413089,126.0,2022-08-31,2022-08-31
2011,40대,3558089,364.0,2022-08-31,2022-08-31
2012,50대,2944146,1116.0,2022-08-31,2022-08-31
2013,60대,2404708,3136.0,2022-08-31,2022-08-31
2014,70대,1172687,6162.0,2022-08-31,2022-08-31
2015,80대 이상,692808,15747.0,2022-08-31,2022-08-31
2016,10대 미만,2608288,30.0,2022-08-30,2022-08-30
2017,10대,2964172,16.0,2022-08-30,2022-08-30
2018,20대,3453498,67.0,2022-08-30,2022-08-30
2019,30대,3398986,124.0,2022-08-30,2022-08-30
2020,40대,3543001,363.0,2022-08-30,2022-08-30
2021,50대,2929944,1112.0,2022-08-30,2022-08-30
2022,60대,2391525,3126.0,2022-08-30,2022-08-30
2023,70대,1164854,6143.0,2022-08-30,2022-08-30
2024,80대 이상,688211,15708.0,2022-08-30,2022-08-30
2025,10대 미만,2597487,30.0,2022-08-29,2022-08-29
2026,10대,2948262,16.0,2022-08-29,2022-08-29
2027,20대,3439462,67.0,2022-08-29,2022-08-29
2028,30대,3383456,124.0,2022-08-29,2022-08-29
2029,40대,3525742,362.0,2022-08-29,2022-08-29
2030,50대,2913830,1106.0,2022-08-29,2022-08-29
2031,60대,2378093,3123.0,2022-08-29,2022-08-29
2032,70대,1156693,6120.0,2022-08-29,2022-08-29
2033,80대 이상,683935,15670.0,2022-08-29,2022-08-29
2034,10대 미만,2592140,30.0,2022-08-28,2022-08-28
2035,10대,2942409,16.0,2022-08-28,2022-08-28
2036,20대,3434052,67.0,2022-08-28,2022-08-28
2037,30대,3377163,124.0,2022-08-28,2022-08-28
2038,40대,3519400,362.0,2022-08-28,2022-08-28
2039,50대,2908557,1103.0,2022-08-28,2022-08-28
2040,60대,2373432,3119.0,2022-08-28,2022-08-28
2041,70대,1154259,6107.0,2022-08-28,2022-08-28
2042,80대 이상,682406,15641.0,2022-08-28,2022-08-28
2043,10대 미만,2584051,30.0,2022-08-27,2022-08-27
2044,10대,2932494,16.0,2022-08-27,2022-08-27
2045,20대,3423734,67.0,2022-08-27,2022-08-27
2046,30대,3366523,123.0,2022-08-27,2022-08-27
2047,40대,3507395,362.0,2022-08-27,2022-08-27
2048,50대,2896403,1101.0,2022-08-27,2022-08-27
2049,60대,2361810,3109.0,2022-08-27,2022-08-27
2050,70대,1147427,6092.0,2022-08-27,2022-08-27
2051,80대 이상,678686,15599.0,2022-08-27,2022-08-27
2052,10대 미만,2575352,30.0,2022-08-26,2022-08-26
2053,10대,2920341,16.0,2022-08-26,2022-08-26
2054,20대,3411494,67.0,2022-08-26,2022-08-26
2055,30대,3354626,123.0,2022-08-26,2022-08-26
2056,40대,3494478,362.0,2022-08-26,2022-08-26
2057,50대,2883342,1097.0,2022-08-26,2022-08-26
2058,60대,2349179,3102.0,2022-08-26,2022-08-26
2059,70대,1139857,6068.0,2022-08-26,2022-08-26
2060,80대 이상,674316,15548.0,2022-08-26,2022-08-26
2061,10대 미만,2566227,30.0,2022-08-25,2022-08-25
2062,10대,2908143,16.0,2022-08-25,2022-08-25
2063,20대,3397622,66.0,2022-08-25,2022-08-25
2064,30대,3341241,123.0,2022-08-25,2022-08-25
2065,40대,3480580,361.0,2022-08-25,2022-08-25
2066,50대,2869156,1092.0,2022-08-25,2022-08-25
2067,60대,2336245,3091.0,2022-08-25,2022-08-25
2068,70대,1132520,6049.0,2022-08-25,2022-08-25
2069,80대 이상,670187,15504.0,2022-08-25,2022-08-25
2070,10대 미만,2556566,29.0,2022-08-24,2022-08-24
2071,10대,2895420,16.0,2022-08-24,2022-08-24
2072,20대,3381063,66.0,2022-08-24,2022-08-24
2073,30대,3325340,123.0,2022-08-24,2022-08-24
2074,40대,3464206,359.0,2022-08-24,2022-08-24
2075,50대,2853585,1089.0,2022-08-24,2022-08-24
2076,60대,2322110,3084.0,2022-08-24,2022-08-24
2077,70대,1124599,6026.0,2022-08-24,2022-08-24
2078,80대 이상,665751,15432.0,2022-08-24,2022-08-24
2079,10대 미만,2544663,29.0,2022-08-23,2022-08-23
2080,10대,2879136,15.0,2022-08-23,2022-08-23
2081,20대,3361277,66.0,2022-08-23,2022-08-23
2082,30대,3306123,123.0,2022-08-23,2022-08-23
2083,40대,3444607,358.0,2022-08-23,2022-08-23
2084,50대,2834577,1088.0,2022-08-23,2022-08-23
2085,60대,2304979,3081.0,2022-08-23,2022-08-23
2086,70대,1114581,6016.0,2022-08-23,2022-08-23
2087,80대 이상,659532,15385.0,2022-08-23,2022-08-23
2088,10대 미만,2531268,29.0,2022-08-22,2022-08-22
2089,10대,2860752,15.0,2022-08-22,2022-08-22
2090,20대,3341132,66.0,2022-08-22,2022-08-22
2091,30대,3284963,122.0,2022-08-22,2022-08-22
2092,40대,3422083,356.0,2022-08-22,2022-08-22
2093,50대,2813361,1086.0,2022-08-22,2022-08-22
2094,60대,2287287,3070.0,2022-08-22,2022-08-22
2095,70대,1104431,6011.0,2022-08-22,2022-08-22
2096,80대 이상,654100,15354.0,2022-08-22,2022-08-22
2097,10대 미만,2524285,29.0,2022-08-21,2022-08-21
2098,10대,2853482,15.0,2022-08-21,2022-08-21
2099,20대,3333071,66.0,2022-08-21,2022-08-21
2100,30대,3276294,122.0,2022-08-21,2022-08-21
2101,40대,3413526,354.0,2022-08-21,2022-08-21
2102,50대,2805879,1084.0,2022-08-21,2022-08-21
2103,60대,2280709,3062.0,2022-08-21,2022-08-21
2104,70대,1101066,6000.0,2022-08-21,2022-08-21
2105,80대 이상,652019,15312.0,2022-08-21,2022-08-21
2106,10대 미만,2514431,29.0,2022-08-20,2022-08-20
2107,10대,2841434,15.0,2022-08-20,2022-08-20
2108,20대,3318145,65.0,2022-08-20,2022-08-20
2109,30대,3261820,122.0,2022-08-20,2022-08-20
2110,40대,3397899,354.0,2022-08-20,2022-08-20
2111,50대,2789849,1082.0,2022-08-20,2022-08-20
2112,60대,2265668,3053.0,2022-08-20,2022-08-20
2113,70대,1092699,5991.0,2022-08-20,2022-08-20
2114,80대 이상,647442,15269.0,2022-08-20,2022-08-20
2115,10대 미만,2503169,29.0,2022-08-19,2022-08-19
2116,10대,2826556,15.0,2022-08-19,2022-08-19
2117,20대,3298872,65.0,2022-08-19,2022-08-19
2118,30대,3244738,121.0,2022-08-19,2022-08-19
2119,40대,3380184,353.0,2022-08-19,2022-08-19
2120,50대,2771960,1081.0,2022-08-19,2022-08-19
2121,60대,2249300,3042.0,2022-08-19,2022-08-19
2122,70대,1083216,5968.0,2022-08-19,2022-08-19
2123,80대 이상,642042,15222.0,2022-08-19,2022-08-19
2124,10대 미만,2492058,29.0,2022-08-18,2022-08-18
2125,10대,2811538,15.0,2022-08-18,2022-08-18
2126,20대,3276742,65.0,2022-08-18,2022-08-18
2127,30대,3225121,120.0,2022-08-18,2022-08-18
2128,40대,3360679,353.0,2022-08-18,2022-08-18
2129,50대,2752576,1075.0,2022-08-18,2022-08-18
2130,60대,2232121,3035.0,2022-08-18,2022-08-18
2131,70대,1073626,5951.0,2022-08-18,2022-08-18
2132,80대 이상,636835,15170.0,2022-08-18,2022-08-18
2133,10대 미만,2477439,29.0,2022-08-17,2022-08-17
2134,10대,2792752,14.0,2022-08-17,2022-08-17
2135,20대,3248422,65.0,2022-08-17,2022-08-17
2136,30대,3199247,120.0,2022-08-17,2022-08-17
2137,40대,3335613,353.0,2022-08-17,2022-08-17
2138,50대,2727723,1071.0,2022-08-17,2022-08-17
2139,60대,2210455,3027.0,2022-08-17,2022-08-17
2140,70대,1061453,5935.0,2022-08-17,2022-08-17
2141,80대 이상,629712,15138.0,2022-08-17,2022-08-17
2142,10대 미만,2463977,28.0,2022-08-16,2022-08-16
2143,10대,2775714,14.0,2022-08-16,2022-08-16
2144,20대,3220677,65.0,2022-08-16,2022-08-16
2145,30대,3171868,120.0,2022-08-16,2022-08-16
2146,40대,3307600,351.0,2022-08-16,2022-08-16
2147,50대,2700635,1070.0,2022-08-16,2022-08-16
2148,60대,2188766,3024.0,2022-08-16,2022-08-16
2149,70대,1049378,5924.0,2022-08-16,2022-08-16
2150,80대 이상,623549,15114.0,2022-08-16,2022-08-16
2151,10대 미만,2455747,28.0,2022-08-15,2022-08-15
2152,10대,2767637,14.0,2022-08-15,2022-08-15
2153,20대,3208425,65.0,2022-08-15,2022-08-15
2154,30대,3158472,120.0,2022-08-15,2022-08-15
2155,40대,3293986,351.0,2022-08-15,2022-08-15
2156,50대,2688393,1069.0,2022-08-15,2022-08-15
2157,60대,2179405,3019.0,2022-08-15,2022-08-15
2158,70대,1044825,5914.0,2022-08-15,2022-08-15
2159,80대 이상,621146,15093.0,2022-08-15,2022-08-15
2160,10대 미만,2448708,28.0,2022-08-14,2022-08-14
2161,10대,2761133,14.0,2022-08-14,2022-08-14
2162,20대,3199815,65.0,2022-08-14,2022-08-14
2163,30대,3149417,120.0,2022-08-14,2022-08-14
2164,40대,3284557,350.0,2022-08-14,2022-08-14
2165,50대,2679898,1068.0,2022-08-14,2022-08-14
2166,60대,2172305,3011.0,2022-08-14,2022-08-14
2167,70대,1041156,5899.0,2022-08-14,2022-08-14
2168,80대 이상,618969,15068.0,2022-08-14,2022-08-14
2169,10대 미만,2437423,28.0,2022-08-13,2022-08-13
2170,10대,2749265,14.0,2022-08-13,2022-08-13
2171,20대,3183609,65.0,2022-08-13,2022-08-13
2172,30대,3133626,120.0,2022-08-13,2022-08-13
2173,40대,3267208,349.0,2022-08-13,2022-08-13
2174,50대,2661964,1064.0,2022-08-13,2022-08-13
2175,60대,2156533,3006.0,2022-08-13,2022-08-13
2176,70대,1032485,5889.0,2022-08-13,2022-08-13
2177,80대 이상,614242,15031.0,2022-08-13,2022-08-13
2178,10대 미만,2426754,27.0,2022-08-12,2022-08-12
2179,10대,2736954,14.0,2022-08-12,2022-08-12
2180,20대,3164810,65.0,2022-08-12,2022-08-12
2181,30대,3116566,120.0,2022-08-12,2022-08-12
2182,40대,3249300,347.0,2022-08-12,2022-08-12
2183,50대,2643657,1062.0,2022-08-12,2022-08-12
2184,60대,2140537,3005.0,2022-08-12,2022-08-12
2185,70대,1023789,5869.0,2022-08-12,2022-08-12
2186,80대 이상,609473,14990.0,2022-08-12,2022-08-12
2187,10대 미만,2416422,27.0,2022-08-11,2022-08-11
2188,10대,2724110,14.0,2022-08-11,2022-08-11
2189,20대,3143857,65.0,2022-08-11,2022-08-11
2190,30대,3098306,118.0,2022-08-11,2022-08-11
2191,40대,3230840,346.0,2022-08-11,2022-08-11
2192,50대,2624780,1060.0,2022-08-11,2022-08-11
2193,60대,2124703,3002.0,2022-08-11,2022-08-11
2194,70대,1015272,5854.0,2022-08-11,2022-08-11
2195,80대 이상,604879,14955.0,2022-08-11,2022-08-11
2196,10대 미만,2405668,27.0,2022-08-10,2022-08-10
2197,10대,2710299,14.0,2022-08-10,2022-08-10
2198,20대,3119496,63.0,2022-08-10,2022-08-10
2199,30대,3078225,118.0,2022-08-10,2022-08-10
2200,40대,3211236,346.0,2022-08-10,2022-08-10
2201,50대,2605121,1056.0,2022-08-10,2022-08-10
2202,60대,2108674,2993.0,2022-08-10,2022-08-10
2203,70대,1006831,5843.0,2022-08-10,2022-08-10
2204,80대 이상,600423,14922.0,2022-08-10,2022-08-10
2205,10대 미만,2394513,27.0,2022-08-09,2022-08-09
2206,10대,2695624,14.0,2022-08-09,2022-08-09
2207,20대,3093405,63.0,2022-08-09,2022-08-09
2208,30대,3055468,118.0,2022-08-09,2022-08-09
2209,40대,3188973,345.0,2022-08-09,2022-08-09
2210,50대,2583169,1053.0,2022-08-09,2022-08-09
2211,60대,2091028,2989.0,2022-08-09,2022-08-09
2212,70대,997196,5836.0,2022-08-09,2022-08-09
2213,80대 이상,594863,14887.0,2022-08-09,2022-08-09
2214,10대 미만,2383440,27.0,2022-08-08,2022-08-08
2215,10대,2682112,14.0,2022-08-08,2022-08-08
2216,20대,3069182,63.0,2022-08-08,2022-08-08
2217,30대,3032495,117.0,2022-08-08,2022-08-08
2218,40대,3165091,344.0,2022-08-08,2022-08-08
2219,50대,2559890,1052.0,2022-08-08,2022-08-08
2220,60대,2074025,2985.0,2022-08-08,2022-08-08
2221,70대,987886,5828.0,2022-08-08,2022-08-08
2222,80대 이상,590299,14862.0,2022-08-08,2022-08-08
2223,10대 미만,2377929,27.0,2022-08-07,2022-08-07
2224,10대,2676711,14.0,2022-08-07,2022-08-07
2225,20대,3060484,63.0,2022-08-07,2022-08-07
2226,30대,3023664,117.0,2022-08-07,2022-08-07
2227,40대,3156354,343.0,2022-08-07,2022-08-07
2228,50대,2552173,1051.0,2022-08-07,2022-08-07
2229,60대,2068071,2983.0,2022-08-07,2022-08-07
2230,70대,985044,5822.0,2022-08-07,2022-08-07
2231,80대 이상,588698,14843.0,2022-08-07,2022-08-07
2232,10대 미만,2369349,27.0,2022-08-06,2022-08-06
2233,10대,2666100,14.0,2022-08-06,2022-08-06
2234,20대,3044362,63.0,2022-08-06,2022-08-06
2235,30대,3008475,116.0,2022-08-06,2022-08-06
2236,40대,3140628,342.0,2022-08-06,2022-08-06
2237,50대,2536214,1051.0,2022-08-06,2022-08-06
2238,60대,2055442,2980.0,2022-08-06,2022-08-06
2239,70대,978104,5817.0,2022-08-06,2022-08-06
2240,80대 이상,584947,14826.0,2022-08-06,2022-08-06
2241,10대 미만,2360434,27.0,2022-08-05,2022-08-05
2242,10대,2654767,14.0,2022-08-05,2022-08-05
2243,20대,3026434,63.0,2022-08-05,2022-08-05
2244,30대,2992516,115.0,2022-08-05,2022-08-05
2245,40대,3124110,342.0,2022-08-05,2022-08-05
2246,50대,2520049,1050.0,2022-08-05,2022-08-05
2247,60대,2042448,2975.0,2022-08-05,2022-08-05
2248,70대,971230,5807.0,2022-08-05,2022-08-05
2249,80대 이상,581023,14798.0,2022-08-05,2022-08-05
2250,10대 미만,2351317,27.0,2022-08-04,2022-08-04
2251,10대,2642978,14.0,2022-08-04,2022-08-04
2252,20대,3007348,63.0,2022-08-04,2022-08-04
2253,30대,2975938,115.0,2022-08-04,2022-08-04
2254,40대,3107458,341.0,2022-08-04,2022-08-04
2255,50대,2503619,1045.0,2022-08-04,2022-08-04
2256,60대,2029527,2969.0,2022-08-04,2022-08-04
2257,70대,964593,5795.0,2022-08-04,2022-08-04
2258,80대 이상,577376,14775.0,2022-08-04,2022-08-04
2259,10대 미만,2343532,27.0,2022-08-03,2022-08-03
2260,10대,2632281,14.0,2022-08-03,2022-08-03
2261,20대,2987809,63.0,2022-08-03,2022-08-03
2262,30대,2959748,114.0,2022-08-03,2022-08-03
2263,40대,3091110,340.0,2022-08-03,2022-08-03
2264,50대,2487910,1042.0,2022-08-03,2022-08-03
2265,60대,2017250,2964.0,2022-08-03,2022-08-03
2266,70대,958498,5789.0,2022-08-03,2022-08-03
2267,80대 이상,574167,14757.0,2022-08-03,2022-08-03
2268,10대 미만,2334636,27.0,2022-08-02,2022-08-02
2269,10대,2620355,14.0,2022-08-02,2022-08-02
2270,20대,2966731,63.0,2022-08-02,2022-08-02
2271,30대,2941668,113.0,2022-08-02,2022-08-02
2272,40대,3072901,339.0,2022-08-02,2022-08-02
2273,50대,2470589,1041.0,2022-08-02,2022-08-02
